DepDates,tof,c3d,c3a,dvd,dva,dvt,theta
7304.5,402.727272727273,68.0230722709734,93.1599804272773,8.24761009450455,9.65194179568429,17.8995518901888,4.95667128303382
7304.5,410,80.8989216271958,115.767500029585,8.99438278189203,10.7595306602837,19.7539134421757,5.08511402615468
7304.5,417.272727272727,97.6910710328513,145.209031525598,9.8838793513909,12.050271014612,21.9341503660029,5.21319199875152
7304.5,424.545454545455,120.017545529653,184.458845939465,10.9552519610301,13.5815627208162,24.5368146818463,5.34085844421969
7304.5,431.818181818182,150.371656149017,238.178192025449,12.2626121258489,15.4330227766776,27.6956349025265,5.46807391194474
7304.5,439.090909090909,192.669484030062,313.815426554952,13.8805433622053,17.7148363400555,31.5953797022608,5.59480661461776
7304.5,446.363636363636,253.104540057544,423.371080918778,15.9092595697457,20.5759831094113,36.485242679157,5.7210323869205
7304.5,453.636363636364,341.244644417091,585.786375070807,18.4728082439322,24.2030240893738,42.675832333306,5.84673382694822
7304.5,460.909090909091,470.473385615915,828.325731620941,21.6903984660475,28.7806485615064,50.4710470275539,5.97189684909721
7304.5,468.181818181818,654.379988920522,1180.23623061821,25.5808519975493,34.3545663721464,59.9354183696957,6.09649340792684
7304.5,475.454545454545,893.324407144552,1646.26709803866,29.8885330376811,40.5742171586669,70.4627501963479,6.22026206100003
7304.5,482.727272727273,1054.88324229228,1961.02835342931,32.4789661518386,44.2834997874977,76.7624659393363,0.06196229157833
7304.5,490,1003.57620047195,1842.80844279901,31.6792708323905,42.9279447772545,74.607215609645,0.184765754183424
7304.5,497.272727272727,953.187741337075,1727.42169221702,30.8737387003433,41.5622628380243,72.4360015383676,0.307459579272106
7304.5,504.545454545455,903.895828555119,1615.2657145593,30.0648603614771,40.1903684302508,70.255228791728,0.429803224391053
7304.5,511.818181818182,855.858164777587,1506.67569472162,29.2550536621895,38.8159206347295,68.070974296919,0.551808755427751
7304.5,519.090909090909,809.212072785381,1401.92663882975,28.4466531034036,37.4423108104955,65.8889639138991,0.673515345110454
7304.5,526.363636363636,764.074705592707,1301.23649031963,27.6419012658809,36.0726557148157,63.7145569806966,0.794971231560532
7304.5,533.636363636364,720.543543948601,1204.76989559997,26.8429421626729,34.7097953840119,61.5527375466848,0.916229539310964
7304.5,540.909090909091,678.697139247334,1112.64242261137,26.0518164289428,33.3562950971982,59.408111526141,1.03734654286171
7304.5,548.181818181818,638.596060964553,1024.92506005799,25.2704582658201,32.0144508005055,57.2849090663256,1.15838057245796
7304.5,555.454545454545,600.284010080504,941.648851235985,24.5006940734442,30.6862974507513,55.1869915241955,1.27939113426326
7304.5,562.727272727273,563.789063338864,862.809542610567,23.7442427409017,29.3736198417997,53.1178625827014,1.40043811449759
7304.5,570,529.125017579038,788.372152584091,23.0027176129047,28.0779656062203,51.0806832191251,1.52158101991277
7304.5,577.272727272727,496.292808998055,718.275389868334,22.2776302374839,26.8006602506045,49.0782904880884,1.6428782344498
7304.5,584.545454545455,465.281989762334,652.435873911936,21.5703961429162,25.5428243135315,47.1132204564477,1.76438628244586
7304.5,591.818181818182,436.072255667159,590.752133598846,20.8823431555743,24.3053930969825,45.1877362525568,1.88615909332637
7304.5,599.090909090909,408.635037727008,533.108389214993,20.214723290884,23.0891400709293,43.3038633618133,2.00824726471387
7304.5,606.363636363636,382.935208073899,479.378167453244,19.5687303643823,21.8947063796993,41.4634367440816,2.13069732089222
7304.5,613.636363636364,358.933034128921,429.427890238821,18.9455280773306,20.7226419705312,39.6681700478618,2.2535509601462
7304.5,620.909090909091,336.586726769126,383.120808471883,18.3463000839168,19.5734720597007,37.9197721436175,2.37684427237572
7304.5,628.181818181818,315.856543871002,340.322349654348,17.7723533577015,18.4478277760377,36.2201811337392,2.50060687039696
7304.5,635.454545454545,296.71352653388,300.910493025053,17.2253744961867,17.346771832968,34.5721463291547,2.62486075134689
7304.5,642.727272727273,279.165064927387,264.806544205022,16.7082334472375,16.2728775637569,32.9811110109944,2.74961820274406
7304.5,650,263.364991213678,232.119307746082,16.2285239998491,15.2354621769765,31.4639861768256,2.87487542007583
7304.5,657.272727272727,250.521791048985,204.497937918624,15.8278801817863,14.3002775469088,30.1281577286951,3.00057450436254
7304.5,664.545454545455,385.031361912606,457.358724315264,19.622216029608,21.385946888442,41.0081629180501,3.12477469634559
7304.5,671.818181818182,221.341535218132,154.298391599241,14.8775513851619,12.4216903680313,27.2992417531931,3.25435461243996
7304.5,679.090909090909,209.192165036077,127.445549735618,14.4634769345437,11.2891784349269,25.7526553694706,3.38149207677808
7304.5,686.363636363636,199.252307374625,106.922536797326,14.115675944659,10.3403354296331,24.4560113742921,3.50919456847371
7304.5,693.636363636364,190.540417926597,89.3075072982813,13.8036378511824,9.45026493270328,23.2539027838857,3.63732699170898
7304.5,700.909090909091,182.988480808525,74.1844297895119,13.5273234902003,8.6130383599234,22.1403618501237,3.76582428179801
7304.5,708.181818181818,176.594671977462,61.438495104197,13.2888928047999,7.83827118082789,21.1271639856278,3.89462644981082
7304.5,715.454545454545,171.379986953119,51.0427384872463,13.0912179323819,7.14442009453855,20.2356380269205,4.02367101853139
7304.5,722.727272727273,167.388247870849,43.0271297710134,12.9378610237878,6.55950682376453,19.4973678475524,4.15289206836443
7304.5,730,164.692701840663,37.4805961830719,12.8332654394999,6.12213983694198,18.9554052764419,4.2822207871357
7343.89033583749,10,184631.115037768,187150.437944872,429.68722931659,432.608874093993,862.296103410583,4.82780441344947
7343.89033583749,17.2727272727273,59150.2199107466,60925.1165998364,243.208182244649,246.830137138552,490.038319383201,4.95563035302071
7343.89033583749,24.5454545454545,27750.0026991538,29207.0303423892,166.58332059109,170.900644651766,337.483965242856,5.08301979164169
7343.89033583749,31.8181818181818,15534.756171329,16812.3385227779,124.63850196199,129.662402117105,254.300904079095,5.20993881560378
7343.89033583749,39.0909090909091,9622.79492396315,10785.0390402464,98.095845599919,103.85104255734,201.946888157259,5.33636173451785
7343.89033583749,46.3636363636364,6361.95742843319,7445.10353093267,79.7618795442609,86.2850133623022,166.046892906563,5.46227129375634
7343.89033583749,53.6363636363636,4402.15636021709,5429.76398250483,66.3487479928377,73.6869322370312,140.035680229869,5.58765871033548
7343.89033583749,60.9090909090909,3153.27946932585,4142.55175433198,56.1540690362315,64.362658073855,120.516727110087,5.71252354019763
7343.89033583749,68.1818181818182,2326.00610443465,3290.95989350794,48.2286854935385,57.3668884767855,105.595573970324,5.83687337197044
7343.89033583749,75.4545454545455,1766.59337143246,2719.95104010616,42.0308621304924,52.1531498579535,94.1840119884459,5.96072327296055
7343.89033583749,82.7272727272727,1388.88762372209,2343.39605341347,37.2677826509988,48.4086361449429,85.6764187959417,6.08409444840497
7343.89033583749,90,1143.19170638787,2112.55148613384,33.811118088402,45.9625008690111,79.7736189574131,6.20700437349076
7343.89033583749,97.2727272727273,535.210517597602,1405.33668352552,23.1346172995708,37.4878204691273,60.6224377686981,0.0464192545824734
7343.89033583749,104.545454545455,440.791144050901,1196.3755178176,20.9950266503975,34.5886616945149,55.5836883449124,0.168530864618921
7343.89033583749,111.818181818182,365.831736292115,1020.27737627987,19.1267283216998,31.9417810442667,51.0685093659665,0.290349919847809
7343.89033583749,119.090909090909,305.468743973437,870.518179441635,17.4776641452294,29.504545064136,46.9822092093654,0.411899045491565
7343.89033583749,126.363636363636,256.291826246771,742.331376668297,16.0091169727369,27.2457588748836,43.2548758476204,0.533229453948049
7343.89033583749,133.636363636364,215.854540940189,632.132006603699,14.6919890055836,25.1422355132494,39.834224518833,0.654396830634523
7343.89033583749,140.909090909091,182.363464260198,537.148314738036,13.5042017261369,23.1764603582608,36.6806620843977,0.77545922521345
7343.89033583749,148.181818181818,154.476149249927,455.181025876267,12.4288434397544,21.3349718977145,33.7638153374689,0.896476073651348
7343.89033583749,155.454545454545,131.167274522696,384.443183862517,11.4528282324802,19.6072227473071,31.0600509797873,1.01750740696791
7343.89033583749,162.727272727273,111.6385144054,323.451964216307,10.5659128524421,17.9847703409387,28.5506831933807,1.13861310758463
7343.89033583749,170,95.2569984359324,270.954624303571,9.75996918212001,16.4606993868296,26.2206685689496,1.25985218088765
7343.89033583749,177.272727272727,81.5127731905417,225.877197448037,9.02844245651163,15.0292114712661,24.0576539277777,1.38128203211909
7343.89033583749,184.545454545455,69.9890605468796,187.288497852357,8.36594648242981,13.6853387920196,22.0512852744494,1.50295774541319
7343.89033583749,191.818181818182,60.3412194699721,154.374499698658,7.7679610883405,12.4247535065553,20.1927145948958,1.62493136484983
7343.89033583749,199.090909090909,52.2816697234663,126.419765649533,7.23060645613259,11.2436544614966,18.4742609176292,1.74725117964071
7343.89033583749,206.363636363636,45.5689188033482,102.793664938974,6.75047545017002,10.1387210701831,16.8891965203531,1.8699610177493
7343.89033583749,213.636363636364,39.9994210757173,82.9398403905755,6.324509552188,9.1071312931447,15.4316408453327,1.9930995545689
7343.89033583749,220.909090909091,35.4013943500896,66.367879255426,5.94990708751739,8.14664834489779,14.0965554324152,2.11669964569487
7343.89033583749,228.181818181818,31.6299858655293,52.6464914448381,5.624054219647,7.25579020126947,12.8798444209165,2.24078769513139
7343.89033583749,235.454545454545,28.5633505098867,41.3977532685717,5.34446915136449,6.43410858383441,11.7785777351989,2.36538307199213
7343.89033583749,242.727272727273,26.0992843074745,32.2921853308706,5.10874586444408,5.6826213432597,10.7913672077038,2.49049758866329
7343.89033583749,250,24.1519918358995,25.0447024403493,4.91446760452233,5.00446824751135,9.91893585203368,2.61613504747082
7343.89033583749,257.272727272727,22.6480808538699,19.4122514377889,4.75899998464697,4.40593366243625,9.16493364708323,2.74229083378568
7343.89033583749,264.545454545455,21.5185313796634,15.1985651339052,4.63880710739985,3.89853371588668,8.53734082328653,2.86895137596461
7343.89033583749,271.818181818182,20.6707564793762,12.3290444551723,4.54651036283611,3.51127390773952,8.05778427057563,2.99609188833193
7343.89033583749,279.090909090909,24.1224981263566,24.7143403647706,4.91146598546265,4.97135196548893,9.88281795095158,3.12357956645448
7343.89033583749,286.363636363636,21.4525175517933,9.53052942578278,4.63168625360065,3.0871555558123,7.71884180941296,3.2517535714549
7343.89033583749,293.636363636364,21.2030961721728,9.07018424208592,4.60468198382612,3.01167465741005,7.61635664123616,3.38013486546864
7343.89033583749,300.909090909091,21.6303358121679,9.65088598368492,4.65084248412778,3.10658751424854,7.75742999837632,3.50884423084642
7343.89033583749,308.181818181818,22.4445977258594,10.99985189282,4.73757297842043,3.31660246228275,8.05417544070318,3.63781716863431
7343.89033583749,315.454545454545,23.6233073229105,13.0710969485848,4.86038139685669,3.6153972048151,8.47577860167178,3.76698933327262
7343.89033583749,322.727272727273,25.1880809296455,15.8625441892106,5.01877285097119,3.9827809617415,9.00155381271269,3.89629328664492
7343.89033583749,330,27.1833507044399,19.4046636790194,5.21376550148163,4.40507249418434,9.61883799566596,4.02565922417949
7343.89033583749,337.272727272727,29.6747102386318,23.7629502055834,5.44744988399451,4.87472565439158,10.3221755383861,4.15501620076803
7343.89033583749,344.545454545455,32.7525482841185,29.0451708104678,5.72298421141615,5.38935717970778,11.1123413911239,4.28429348240766
7343.89033583749,351.818181818182,36.5391456536985,35.4132657284606,6.04476183597819,5.95090461429694,11.9956664502751,4.41342191806808
7343.89033583749,359.090909090909,41.1998116607072,43.1017077832505,6.4187079432474,6.56518908967978,12.9838970329272,4.54233527296503
7343.89033583749,366.363636363636,46.9598345495368,52.445682604086,6.85272460774083,7.24193914667101,14.0946637544118,4.67097147829628
7343.89033583749,373.636363636364,54.130427327846,63.924798335726,7.35733833175055,7.995298514485,15.3526368462356,4.79927376068307
7343.89033583749,380.909090909091,63.1491162096508,78.2320752116847,7.94664181963997,8.84488977951024,16.7915315991502,4.9271916222483
7343.89033583749,388.181818181818,74.6439813261745,96.3852075321534,8.63967483914612,9.81759683080098,18.4572716699471,5.0546816503463
7343.89033583749,395.454545454545,89.5382957105405,119.910359441486,9.46246773894318,10.9503588727259,20.4128266116691,5.1817081442206
7343.89033583749,402.727272727273,109.225101929356,151.153366626752,10.4510813760757,12.2944445432379,22.7455259193136,5.30824355378789
7343.89033583749,410,135.864634101856,193.818572812865,11.6560985797932,13.9218738973195,25.5779724771126,5.43426873267587
7343.89033583749,417.272727272727,172.896766594386,253.914826554518,13.1490215071079,15.9347050978208,29.0837266049288,5.55977301270864
7343.89033583749,424.545454545455,225.911573391186,341.401454601667,15.0303550653731,18.4770521079978,33.5074071733709,5.68475410840947
7343.89033583749,431.818181818182,304.010156034181,472.857021909027,17.4358870159846,21.7452758526772,39.1811628686619,5.8092178516202
7343.89033583749,439.090909090909,421.329387338956,674.751099907587,20.5263096376079,25.9759715873649,46.5022812249728,5.93317770862628
7343.89033583749,446.363636363636,596.195823636934,982.886984108932,24.4171215264399,31.3510284378189,55.7681499642588,6.05665374053856
7343.89033583749,453.636363636364,840.139316604968,1423.22062247107,28.985156832506,37.7255963832392,66.7107532157452,6.17966725870842
7343.89033583749,460.909090909091,1138.00088297902,1961.94826912817,33.7342686741393,44.2938852340611,78.0281539082004,0.0192349150884271
7343.89033583749,468.181818181818,1083.86227719945,1845.7718596187,32.9220636837889,42.9624470860157,75.8845107698046,0.141355451782485
7343.89033583749,475.454545454545,1030.56835402209,1732.3646678274,32.102466478794,41.6216850671306,73.7241515459246,0.263240730784572
7343.89033583749,482.727272727273,978.309800423228,1622.08635398096,31.2779443126179,40.2751331963156,71.5530775089335,0.384845996491222
7343.89033583749,490,927.257523845542,1515.24073443845,30.450903498017,38.9260932336967,69.3769967317137,0.506220598500152
7343.89033583749,497.272727272727,877.562410706863,1412.07821616504,29.6236798981299,37.5776291983015,67.2013090964314,0.627419496970137
7343.89033583749,504.545454545455,829.355383615321,1312.7988160756,28.7985309280755,36.2325656844171,65.0310966124926,0.748500309840853
7343.89033583749,511.818181818182,782.747722932329,1217.55559991989,27.977628972669,34.8934893629154,62.8711183355844,0.869522233619836
7343.89033583749,519.090909090909,737.831618221856,1126.45839624772,27.1630561281653,33.5627531088813,60.7258092370465,0.990545230337067
7343.89033583749,526.363636363636,694.680915951748,1039.57766268866,26.3568001842361,32.2424822662378,58.5992824504739,1.11162927753769
7343.89033583749,533.636363636364,653.352031288713,956.948403010912,25.5607517747173,30.9345826383824,56.4953344130997,1.23283363768991
7343.89033583749,540.909090909091,613.884993714602,878.574053295556,24.776702640073,29.6407498774163,54.4174525174894,1.35421613431155
7343.89033583749,548.181818181818,576.304598295149,804.430273545695,24.0063449590967,28.3624800316491,52.3688249907458,1.47583243063262
7343.89033583749,555.454545454545,540.621636589018,734.468596908805,23.2512717198225,27.1010811022145,50.352352822037,1.59773531010236
7343.89033583749,562.727272727273,506.834183233565,668.619902432453,22.512978106718,25.8576855583104,48.3706636650284,1.71997396037158
7343.89033583749,570,474.92891596839,606.797689116082,21.7928638771592,24.6332638746083,46.4261277517675,1.84259326455483
7343.89033583749,577.272727272727,444.882447870734,548.901139415947,21.092236673021,23.4286392992838,44.5208759723049,1.96563310586494
7343.89033583749,584.545454545455,416.66265002399,494.817970138803,20.4123161357057,22.2445042682188,42.6568204039244,2.08912769411668
7343.89033583749,591.818181818182,390.229938643002,444.42707960014,19.7542384981806,21.0814392203222,40.8356777185029,2.2131049249516
7343.89033583749,599.090909090909,365.53848730775,397.601016686433,19.1190608374928,19.9399352227241,39.0589960602169,2.33758578454955
7343.89033583749,606.363636363636,342.537286214325,354.208335073762,18.507762863575,18.8204233500143,37.3281862135892,2.46258381309048
7343.89033583749,613.636363636364,321.170852646589,314.116013451049,17.9212402652994,17.7233183532613,35.6445586185607,2.58810463628414
7343.89033583749,620.909090909091,301.378992443011,277.192613957146,17.3602705175643,16.6491024970461,34.0093730146103,2.71414555367332
7343.89033583749,628.181818181818,283.09333120992,243.315743352873,16.825377594869,15.5985814532243,32.4239590480933,2.84069506711865
7343.89033583749,635.454545454545,266.219553493426,212.417308847948,16.3162358861787,14.5745431780193,30.890779064198,2.96773142794058
7343.89033583749,642.727272727273,250.800020176845,186.22655480775,15.8366669528928,13.6464850715395,29.4831520244323,3.09519853446354
7343.89033583749,650,238.468784154913,159.177094457229,15.4424345281084,12.6165405106641,28.0589750387725,3.22320979992715
7343.89033583749,657.272727272727,224.995717940293,135.553896013354,14.9998572639973,11.6427615286646,26.642618792662,3.35150604230943
7343.89033583749,664.545454545455,213.476284909186,114.915099838357,14.6108276599646,10.7198460734451,25.3306737334097,3.48014792642788
7343.89033583749,671.818181818182,203.300460608686,96.6846410154713,14.2583470503662,9.83283484125871,24.0911818916249,3.60906740045114
7343.89033583749,679.090909090909,194.382131757076,80.7570625702285,13.9420992593324,8.98649334113304,22.9285926004654,3.73820072975482
7343.89033583749,686.363636363636,186.69397081152,67.0749492161081,13.663600214128,8.18992974427181,21.8535299583998,3.86748114001945
7343.89033583749,693.636363636364,180.234995971907,55.6112426989903,13.4251627912628,7.45729459650015,20.882457387763,3.99683925828528
7343.89033583749,700.909090909091,175.028083129606,46.3728341372796,13.2298179552708,6.80976021143767,20.0395781667085,4.12620428093128
7343.89033583749,708.181818181818,171.12414456925,39.4097423591069,13.0814427556462,6.27771792605457,19.3591606817008,4.25550530950677
7343.89033583749,715.454545454545,168.610112471193,34.829182659854,12.9849956669686,5.90162542524126,18.8866210922099,4.38467272387763
7343.89033583749,722.727272727273,167.621164811052,32.8163521060371,12.9468592643564,5.72855584820792,18.6754151125644,4.51363952828487
7343.89033583749,730,168.359015698717,33.6654537577887,12.9753233369623,5.80219387454338,18.7775172115056,4.64234262313255
7383.28067167499,10,178316.412073514,180629.148366828,422.27527996973,425.004880403541,847.280160373271,5.152630563637
7383.28067167499,17.2727272727273,57001.9018047788,58646.0294757787,238.750710584867,242.169423081814,480.920133666681,5.27778602616285
7383.28067167499,24.5454545454545,26672.791393577,28033.8558029538,163.318068178561,167.433138305874,330.751206484434,5.40241890660759
7383.28067167499,31.8181818181818,14892.9697764835,16095.9097100043,122.036755842179,126.869656380098,248.906412222277,5.52653886389844
7383.28067167499,39.0909090909091,9205.9274085783,10308.7631570045,95.947524244132,101.53207944785,197.479603691982,5.65016210722365
7383.28067167499,46.3636363636364,6081.37077429655,7117.28381631102,77.9831441678043,84.3639959716882,162.347140139492,5.77330964926931
7383.28067167499,53.6363636363636,4215.32985553651,5206.45387441622,64.9255716612223,72.155761200449,137.081332861671,5.89600313976762
7383.28067167499,60.9090909090909,3038.90595163612,4002.12206971887,55.1262727892619,63.2623274130732,118.388600202335,6.01825074087925
7383.28067167499,68.1818181818182,2274.30791735101,3224.19010602444,47.6897045215318,56.7819522914142,104.471656812946,6.13996427036823
7383.28067167499,75.4545454545455,1774.98375711045,2725.5065089226,42.1305560978069,52.2063837947295,94.3369398925364,6.25834722620357
7383.28067167499,82.7272727272727,496.149622313752,1221.74922339099,22.2744163181384,34.9535294840305,57.2279458021689,0.101456176294779
7383.28067167499,90,395.521746088853,1014.49895700567,19.8877285301478,31.8512002443499,51.7389287744977,0.222221959904949
7383.28067167499,97.2727272727273,319.075006721606,846.363554912337,17.8626707611601,29.0923281109013,46.9549988720614,0.343192060250572
7383.28067167499,104.545454545455,259.84553628383,707.945222681897,16.1197250684939,26.6072400425504,42.7269651110443,0.464156416803089
7383.28067167499,111.818181818182,213.208739602624,592.74884190348,14.6016690690696,24.3464338641921,38.9481029332617,0.585128367821327
7383.28067167499,119.090909090909,176.005609963254,496.133181420738,13.2667105931822,22.2740472617964,35.5407578549786,0.706153377516481
7383.28067167499,126.363636363636,146.021442571679,414.676928777801,12.0839332409476,20.3636177723361,32.4475510132837,0.827284989664593
7383.28067167499,133.636363636364,121.665129570673,345.783689132977,11.0301917286452,18.5952598565596,29.6254515852048,0.948578648146217
7383.28067167499,140.909090909091,101.766696470367,287.429525213813,10.0879480802771,16.9537466423742,27.0416947226513,1.07008922597137
7383.28067167499,148.181818181818,85.4466644225295,237.99808171422,9.24373649681391,15.427186448417,24.6709229452309,1.19186962228241
7383.28067167499,155.454545454545,72.0301707011113,196.170889001822,8.48705901364609,14.0061018489022,22.4931608625483,1.31396973819923
7383.28067167499,162.727272727273,60.9895825954419,160.853155513697,7.80958274144284,12.6827897370294,20.4923724784722,1.43643561080495
7383.28067167499,170,51.9055704982911,131.122765243104,7.2045520678451,11.4508849109186,18.6554369787637,1.55930862575112
7383.28067167499,177.272727272727,44.4403076242989,106.194645884076,6.66635639793575,10.3050786452155,16.9714350431512,1.6826247794437
7383.28067167499,184.545454545455,38.3187243436082,85.3954271630703,6.19021197889121,9.24096462297472,15.4311766018659,1.80641398237642
7383.28067167499,191.818181818182,33.315162131887,68.1450704132851,5.77192880516444,8.25500275065279,14.0269315558172,1.93069940390054
7383.28067167499,199.090909090909,29.2436848959712,53.9433307411644,5.40774305010614,7.34461236153171,12.7523554116378,2.05549686060772
7383.28067167499,206.363636363636,25.9509178194088,42.3597855625975,5.09420433624416,6.50843956433472,11.6026439005789,2.1808142447765
7383.28067167499,213.636363636364,23.3107433070415,33.0269947387257,4.82812005930274,5.74691175665032,10.5750318159531,2.30665096860809
7383.28067167499,220.909090909091,21.2206809698564,25.6376664221618,4.60659103566362,5.06336512826814,9.66995616393175,2.43299734005983
7383.28067167499,228.181818181818,19.6008790791032,19.9502308571726,4.42728800498716,4.46656812969113,8.8938561346783,2.55983360352793
7383.28067167499,235.454545454545,18.4011213750457,15.821062801768,4.28965282686673,3.97756996189483,8.26722278876156,2.68712773113973
